english,urdu_ref,urdu_google,urdu_meta,bleu_google,bleu_meta
let me leave,یہ مجھ پر چھوڑدو,مجھے جانے دو,مجھے چھوڑ دو,0.0,0.0
leave it to me,میں فلاح و بہبود پر زندہ رہوں گا۔,اسے مجھ پر چھوڑ دو,مجھے چھوڑ دو,5.862502026550899,0.0
i will live on welfare,زین نے مجھے بھیجا ہے,میں فلاح و بہبود پر زندہ رہوں گا۔,میں خوشحالی میں رہوں گا,0.0,0.0
zain sent me that,وہ رک گئے,زین نے مجھے بھیجا ہے,زینب نے مجھے یہ بھیجا,0.0,0.0
they stopped,ایک بار پھر کوشش کریں,وہ رک گئے,انہوں نے روک دیا,0.0,0.0
try it once more,پانی گرم ہے,ایک بار پھر کوشش کریں,ایک بار پھر کوشش کریں,0.0,0.0
the water is hot,ہم کسی کو نہیں بتائیں گے,پانی گرم ہے,پانی گرم ہے,0.0,0.0
we wont tell anyone,وہ ان کی کتابیں ہیں۔,ہم کسی کو نہیں بتائیں گے,ہم کسی کو بتائیں گے,0.0,0.0
those are their books,زین گھر میں بیمار محسوس کرتا ہے۔,یہ ان کی کتابیں ہیں,یہ ان کی کتابیں ہیں,0.0,0.0
zain feels homesick,وہ میرا ہیرو ہے۔,زین گھر میں بیمار محسوس کرتا ہے۔,زینب کو ہومنٹک محسوس ہوتا ہے,6.567274736060395,0.0
he is my hero,یہاں ختم ہو گئے,وہ میرا ہیرو ہے۔,وہ میرا ہیرو ہے,0.0,0.0
were finished here,یہ بالکل غلط ہے,یہاں ختم ہو گئے,یہاں ختم ہو گئے,0.0,0.0
its totally wrong,کیا چوری کیا گیا تھا,یہ بالکل غلط ہے,مکمل طور پر غلط ہے,0.0,0.0
what was stolen,تمہارا پتہ کیا ہے,کیا چوری کیا گیا تھا,کیا چوری کی گئی ہے,10.682175159905853,12.70331870386537
what is your address,ہم نے ایک معاہدہ کیا تھا,آپ کا پتہ کیا ہے,آپ کا ایڈریس کیا ہے,8.745825313180632,8.745825313180632
we had an agreement,وہ ایک اسکرپٹ رائٹر ہے۔,ہم نے ایک معاہدہ کیا تھا,ہم نے ایک معاہدہ کیا,8.116697886877475,10.682175159905853
he is a scriptwriter,میرے سر میں درد ہے,وہ ایک اسکرپٹ رائٹر ہے۔,وہ ایک سکرپٹ لکھتا ہے,0.0,10.682175159905853
i have a bad headache,یہ وقت کا ضیاع ہے,میرے سر میں درد ہے,میں نے ایک برا سر درد ہے,10.682175159905853,6.567274736060395
its a waste of time,تم بہت خود غرض ہو,یہ وقت کا ضیاع ہے,یہ وقت کی ضائع ہے,0.0,0.0
you are so selfish,ٹام کو ڈھائی بجے تک گھر پہنچنا ہے۔,تم بہت خود غرض ہو,آپ بہت خودخواہ ہیں,0.0,0.0
tom has to be home by 2:30,وہ کافی اچھی ہے,ٹام کو 2:30 تک گھر پہنچنا ہے۔,ٹام کو 2:30 بجے گھر ہونا چاہئے,0.0,0.0
shes rather good,کیا میں شامل ہو سکتا ہوں؟,وہ کافی اچھی ہے,بہت اچھا لگتا ہے,0.0,0.0
can i join in,اسے دوبارہ کرنے دو,کیا میں شامل ہو سکتا ہوں؟,میں شامل ہو سکتا ہوں,0.0,0.0
lets do that again,اس نے مجھے ین دیا۔,اسے دوبارہ کرنے دو,ایک بار پھر ایسا کرنے کی اجازت,0.0,0.0
he gave me yen,وہ صرف ایک بچہ ہے,اس نے مجھے ین دیا۔,اس نے مجھے یین دیا,0.0,0.0
she is just a child,مجھے بہار پسند نہیں,وہ صرف ایک بچہ ہے,وہ صرف ایک بچہ ہے,0.0,0.0
i dont like spring,عورت پڑھ رہی ہے,مجھے بہار پسند نہیں,مجھے موسم بہار پسند نہیں,0.0,0.0
the woman is reading,زین کو بدترین خوف تھا۔,عورت پڑھ رہی ہے,عورت پڑھ رہی ہے,0.0,0.0
zain feared the worst,وہ نفرت کرتا ہے,زین کو بدترین خوف تھا۔,زینب نے بدترین چیزوں سے ڈرتا,0.0,0.0
he is hated,میں بہت زیادہ کام کر رہا ہوں۔,وہ نفرت کرتا ہے,وہ نفرت کرتا ہے,0.0,0.0
i am so overworked,وہ بات کرتی رہی,میں بہت زیادہ کام کر رہا ہوں۔,میں بہت زیادہ کام کر رہا ہوں,0.0,0.0
she kept on talking,گرے ہوئے دودھ پر رونے کا کوئی فائدہ نہیں۔,وہ بات کرتی رہی,وہ بات چیت کر رہی تھی,0.0,0.0
it's no use crying over spilt milk,زین ایک کسان تھا۔,گرے ہوئے دودھ پر رونے کا کوئی فائدہ نہیں۔,پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز پیاز,0.0,0.0
zain was a farmer,میں گھر پہنچتےساتھ ہی سو گیا۔,زین ایک کسان تھا۔,زینب ایک مزارع تھا,0.0,0.0
i went to sleep as soon as i got home,مجھے یہاں لکھنا پسند ہے۔,میں گھر پہنچتے ہی سو گیا۔,میں گھر پہنچنے کے بعد ہی سو گیا,0.0,0.0
i like to write here,بس معافی مانگو,مجھے یہاں لکھنا پسند ہے۔,میں یہاں لکھنا پسند کرتا ہوں,0.0,0.0
just apologize,وہ اندھا ہو گیا,بس معافی مانگو,صرف معذرت,0.0,0.0
he went blind,جیسے آپ کی مرضی,وہ اندھا ہو گیا,وہ اندھا ہو گیا,0.0,0.0
as you wish,یہ زندگی ہے,جیسا کہ آپ چاہتے ہیں,جیسا کہ آپ چاہتے ہیں,0.0,0.0
this is life,میں یہ بھی نہیں کر سکتا,یہ زندگی ہے,یہ زندگی ہے,10.122592925934278,10.122592925934278
i cant do it either,وہ کہاں گئی ہے,میں یہ بھی نہیں کر سکتا,میں بھی کینٹ کرتا ہوں,0.0,0.0
where has she gone,مجھے مزاحمت کرنی چاہیے۔,وہ کہاں گئی ہے,وہ کہاں چلا گیا,0.0,0.0
i must resist,زین بہت شرمیلا ہے,مجھے مزاحمت کرنی چاہیے۔,میں مقاومت کرنا چاہتا ہوں,0.0,0.0
zain is extremely shy,ہم ساتھ جائیں گے,زین بہت شرمیلا ہے,زینب بہت شرمندہ ہے,0.0,0.0
we will go together,بہت دیر,ہم ساتھ جائیں گے,ہم ایک ساتھ جا رہے ہیں,0.0,0.0
too late,وہ مذاق مضحکہ خیز تھا,بہت دیر,بہت دیر,0.0,0.0
that joke was funny,زین کو سیڑھی کی ضرورت ہے۔,وہ مذاق مضحکہ خیز تھا,یہ مذاق مذاق تھا,0.0,0.0
zain needs a ladder,زین ایک صابر آدمی ہے۔,زین کو سیڑھی کی ضرورت ہے۔,زینب کو ایک سیڑھی کی ضرورت,9.652434877402245,8.116697886877475
zain is a patient man,یہ ٹام سے تھا,زین ایک صابر آدمی ہے۔,زینب ایک بیمار آدمی ہے,0.0,0.0
it was from tom,یہ صرف ایک مذاق ہے,یہ ٹام سے تھا,یہ ٹام سے تھا,12.44023474812678,12.44023474812678
its merely a joke,میں ریڈیو کبھی کبھی سنتا ہوں۔,یہ صرف ایک مذاق ہے,یہ صرف ایک مذاق ہے,0.0,0.0
i almost never listen to the radio,میں نے ایک کیلا کھایا,میں تقریباً کبھی ریڈیو نہیں سنتا,میں نے کبھی ریڈیو نہیں سنا,8.116697886877475,16.233395773754946
i ate a banana,ہمیں ابھی جانا ہے,میں نے ایک کیلا کھایا,میں نے ایک بنانا کھایا,0.0,0.0
we have to go now,وہ شہر میں نیا ہے,ہمیں ابھی جانا ہے,اب ہمیں جانے کی ضرورت ہے,12.44023474812678,8.116697886877475
he is new in town,آپ یہاں پڑھ سکتے ہیں۔,وہ شہر میں نیا ہے,وہ شہر میں نیا ہے,0.0,0.0
you can study here,کاش میں پتھر ہوتا,آپ یہاں پڑھ سکتے ہیں۔,آپ یہاں مطالعہ کر سکتے ہیں,0.0,0.0
i wish i were a stone,آج ابر آلود ہے۔,کاش میں پتھر ہوتا,میں چاہتا ہوں کہ میں ایک پتھر ہوں,0.0,0.0
its cloudy today,کیا میں طنز کا پتہ لگاتا ہوں؟,آج ابر آلود ہے۔,آج کی سائے,0.0,0.0
do i detect sarcasm,مجھے اکیلے جانا ہے۔,کیا میں طنز کا پتہ لگاتا ہوں؟,سارکاسم کا پتہ لگانا,0.0,0.0
i have to go alone,تم نے اسے دوبارہ کیا,مجھے اکیلے جانا ہے,میں اکیلا جانا چاہتا ہوں,0.0,0.0
you did it again,تم کب چھوڑو گے,تم نے اسے دوبارہ کیا,آپ نے دوبارہ کیا,10.682175159905853,0.0
when will you leave,کیا تم اندھے ہو,تم کب چھوڑو گے,جب آپ چھوڑ دیں گے,15.97357760615681,0.0
are you blind,یہ صرف ہے,کیا آپ اندھے ہیں؟,تم اندھا ہو,0.0,0.0
this is just,مجھے کوئی اندازہ نہیں,یہ صرف ہے,یہ صرف ہے,0.0,0.0
i have no clue,اسے اندر دکھائیں,میرے پاس کوئی اشارہ نہیں ہے۔,مجھے کوئی پتہ نہیں,0.0,0.0
show him in,میرے بازو کو دیکھو,اسے اندر دکھائیں,میں اسے دکھاتا ہوں,0.0,0.0
look at my arm,یہ کیسے ہوا,میرے بازو کو دیکھو,میرے ہاتھ پر نظر رکھنا,0.0,0.0
how did that happen,انہوں نے کیوں نہیں بتایا,یہ کیسے ہوا,یہ کیسے ہوا,0.0,0.0
they didnt say why,میں نے ادا نہیں کیا,انہوں نے کیوں نہیں بتایا,انہوں نے کہا کہ کیوں,12.70331870386537,10.682175159905853
i didnt pay,مجھے ایک نوکری کی ضرورت ہے,میں نے ادا نہیں کیا,میں نے ادا نہیں کیا,0.0,0.0
i need a job,اس کی بیوی میز لگاتی ہے۔,مجھے نوکری کی ضرورت ہے۔,مجھے ایک کام کی ضرورت ہے,10.40059768900531,8.116697886877475
his wife sets the table,میں اسے دیکھوں گا,اس کی بیوی میز لگاتی ہے۔,بیوی نے میز کھول دیا,0.0,0.0
i will see to it,یہ میری گاڑی نہیں ہے۔,میں اسے دیکھوں گا۔,میں اسے دیکھوں گا,0.0,0.0
thats not my car,میں بلندیوں سے ڈرتا ہوں۔,یہ میری گاڑی نہیں ہے۔,یہ میری گاڑی نہیں ہے,0.0,0.0
i am afraid of heights,یہ بہت تاریک ہے,میں بلندیوں سے ڈرتا ہوں۔,مجھے اونچائی سے ڈر لگتا ہے,0.0,8.116697886877475
its too dark,رات کے کھانے کے بارے میں بتاؤ,یہ بہت تاریک ہے,بہت اندھیرا ہے,0.0,0.0
tell me over dinner,اپنا احترام کریں,رات کے کھانے کے بارے میں بتاؤ,مجھے شام کے بارے میں بتائیں,0.0,0.0
respect yourself,کیا ہم ایسا کر سکتے ہیں؟,اپنے آپ کو عزت دو,اپنے آپ کا احترام,0.0,0.0
can we do that,کیا میں مدعو ہوں؟,کیا ہم ایسا کر سکتے ہیں؟,ہم یہ کر سکتے ہیں,8.116697886877475,0.0
am i invited,وہ پہلے ہی رہ گیا ہے,کیا میں مدعو ہوں؟,میں مدعو ہوں,0.0,0.0
he is already left,سیکرٹری کون ہے؟,وہ پہلے ہی رہ گیا ہے,وہ ابھی چھوڑ دیا گیا ہے,0.0,0.0
who is the secretary,زین اس سے لطف اندوز ہوتا ہے؟,سیکرٹری کون ہے؟,کون ہے وزیر اعظم,7.253154775624655,0.0
does zain enjoy it,مجھے انگریزی پسند نہیں ہے۔,زین اس سے لطف اندوز ہوتا ہے؟,زینب اس سے لطف اندوز,0.0,0.0
i dont like english,وہ میرے سونے کے کمرے میں آیا,مجھے انگریزی پسند نہیں,مجھے انگریزی پسند نہیں,0.0,0.0
he came into my bedroom,ایک نمبر لے لو,وہ میرے سونے کے کمرے میں آیا,وہ میرے کمرے میں آئے,0.0,0.0
take a number,تم نے کہا,ایک نمبر لے لو,ایک نمبر لے لو,0.0,0.0
you said it,میں کیا واجب الادا ہوں,تم نے کہا,آپ نے کہا,0.0,0.0
what do i owe,اب بستر پر جاؤ,میں کیا واجب الادا ہوں,میں کیا کرنا چاہتا ہوں,0.0,0.0
now go to bed,یہ بہت مزہ تھا,اب بستر پر جاؤ,اب بستر پر جاؤ,0.0,0.0
it was a lot of fun,ریڈیو مر گیا,یہ بہت مزہ تھا,بہت مزہ تھا,0.0,0.0
the radio died,ٹام جلدی کرو,ریڈیو مر گیا,ریڈیو مر گیا,0.0,0.0
hurry up tom,کیا مجھے معاف کیا جا سکتا ہے؟,ٹام جلدی کرو,جلدی کرو ٹام,0.0,0.0
can i be excused,وہ اکیلی آئی,کیا مجھے معاف کیا جا سکتا ہے؟,مجھے معافی مانگ سکتی ہے,0.0,0.0
she came alone,میں نے mt فوجی دیکھا ہے۔,وہ اکیلی آئی,اکیلا آتا ہے,0.0,0.0
i have seen mt fuji,میٹھی کے لئے کیا ہے,میں نے mt فوجی دیکھا ہے۔,میں نے دیکھا ہے mt fuji,0.0,8.116697886877475
what is there for dessert,میں کھانا پکانے میں اچھا ہوں۔,میٹھی کے لئے کیا ہے,ڈسٹرٹ کے لئے کیا ہے,0.0,0.0
i am good at cooking,مجھے اس کی سیاہ آنکھیں پسند ہیں۔,میں کھانا پکانے میں اچھا ہوں۔,میں کھانا پکانے میں اچھا ہوں,0.0,0.0
i like her dark eyes,وہ ایک ڈی جے ہے۔,مجھے اس کی سیاہ آنکھیں پسند ہیں۔,مجھے اس کی اندھیری آنکھیں پسند ہیں,0.0,0.0
he is a dj,کیا تم سو رہے ہو؟,وہ ایک ڈی جے ہے۔,وہ ایک ڈی جی ہے,0.0,0.0
are you asleep,جس نے بات کی,کیا تم سو رہے ہو؟,تم خواب میں ہو,0.0,0.0
who spoke,میں ایک ڈاکٹر ہوں,جس نے بات کی,کون کہتا ہے,0.0,0.0
i am not a doctor,وہ پریشان کن ہے,میں ڈاکٹر نہیں ہوں۔,میں ڈاکٹر نہیں ہوں,0.0,0.0
he is annoying,مجھے ہینگ اوور ہے۔,وہ پریشان کن ہے,وہ مزاحمت کرتا ہے,0.0,0.0
i have a hangover,میرا سب کچھ تمہارا ہے۔,مجھے ہینگ اوور ہے۔,میں ایک ہنگوور ہوں,12.44023474812678,0.0
everything of mine is yours,مجھے ڈر ہے,میرا سب کچھ تمہارا ہے۔,میرے سب کچھ تمہارا ہے,0.0,10.682175159905853
i am afraid,آپ کا استاد کون ہے؟,میں ڈرتا ہوں,میں ڈرتا ہوں,0.0,0.0
whos your teacher,تم ایک دھوکے باز ہو,آپ کا استاد کون ہے؟,آپ کا معلم کون ہے,0.0,0.0
you are a deceiver,تم نے اپنے کمرے کی صفائی کی ہے آج؟,تم ایک دھوکے باز ہو,آپ ایک دھوکہ دہی ہیں,4.799810699119212,0.0
did you clean your room today,میں نے رونا شروع کر دیا,کیا آپ نے آج اپنا کمرہ صاف کیا؟,کیا آپ نے آج اپنے کمرے کو صاف کیا ہے,5.522397783539471,4.196114906296549
i started to cry,زین پاگل ہو گیا ہے,میں نے رونا شروع کر دیا,میں نے پکارنا شروع کیا,0.0,0.0
zain has gone insane,میری ناک بڑی ہے۔,زین پاگل ہو گیا ہے,زینب پاگل ہو گیا ہے,0.0,0.0
i have a big nose,مجھے دوسری نوکری مل جائے گی۔,میری ناک بڑی ہے۔,میرے پاس ایک بڑا دماغ ہے,0.0,0.0
i will get another job,ہمیں اسے خبردار کرنا چاہیے,مجھے دوسری نوکری مل جائے گی۔,مجھے ایک اور کام ملے گا,0.0,0.0
we must warn him,آدمی نے میری طرف دیکھا,ہمیں اسے خبردار کرنا چاہیے,ہمیں اس سے خبردار کرنا چاہئے,0.0,0.0
the man looked at me,اسے مٹھائیاں پسند ہیں۔,آدمی نے میری طرف دیکھا,آدمی مجھ پر نظر آتا ہے,0.0,0.0
he likes sweets,یہ جوتے مجھے تکلیف دیتے ہیں۔,اسے مٹھائیاں پسند ہیں۔,وہ شیرینی پسند کرتا ہے,9.688464563433238,0.0
